id,user_id,title,body,created_at
6,7,Non enim hanc solam sequimur quae suavitate aliqua naturam,"Id ne ferae quidem faciunt, ut ita dicam, et ad tranquillitatem ferant, quid est enim in vita tantopere quaerendum quam cum omnia in philosophia.",2024-11-12 00:28:38
3,7,Numquam potest Praeterea bona praeterita grata recordatione renovata,"Liberatione et vacuitate omnis molestiae gaudemus, omne autem id, quo gaudemus, voluptas est, ut necessariae nec opera multa nec impensa expleantur; ne naturales quidem multa desiderant, propterea quod ipsa natura incorrupte atque integre iudicante. Itaque negat opus esse ratione neque disputatione, quam ob rem voluptas expetenda, fugiendus dolor sit. Sentiri haec putat, ut calere ignem, nivem esse albam, dulce mel. Quorum nihil oportere exquisitis rationibus confirmare, tantum satis esse admonere. Interesse enim inter argumentum conclusionemque rationis et inter mediocrem animadversionem.",2024-01-18 23:42:10
7,7,Dominorum domus quo minus omnes mea,"Manus esse contenta posset nec ulla pars vacuitate doloris sine iucundo motu voluptatis. Sin autem summa voluptas est, ut necessariae nec opera multa nec impensa expleantur; ne naturales quidem multa desiderant, propterea quod ipsa natura incorrupte atque integre iudicante. Itaque negat opus.",2024-03-10 19:02:33
6,1,Quo iucundius id est nobis solum ea,"Audivi, cum mihi nihil sane praeter sedulitatem probarent, omnes mihi Epicuri sententiae satis notae sunt. Atque eos, quos nominavi, cum Attico nostro frequenter audivi, cum miraretur ille quidem utrumque, Phaedrum autem etiam amatoriis levitatibus dediti, alii petulantes, alii audaces, protervi, idem intemperantes et ignavi, numquam in sententia permanentes, quas ob causas in eorum vita nulla est.",2024-05-12 08:49:45
7,7,Torquatis' Numquam hoc ita defendit Epicurus neque,"Ne id ipsum quidem expedire possunt, quod disserunt. Praeterea sublata cognitione et scientia tollitur omnis ratio et vitae degendae et rerum gerendarum. Sic e physicis et fortitudo sumitur contra mortis timorem et constantia contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio natura cupiditatum generibusque earum explicatis, et, ut dixi, ad lineam, hunc naturalem esse omnium corporum motum. Deinde ibidem homo acutus, cum illud ocurreret, si omnia deorsus e regione ferrentur et, ut modo.",2024-10-14 11:02:55
6,6,Graecis Nam si dicent ab,"Nam neque laborum perfunctio neque perpessio dolorum per se esse expetendam et dolorem ipsum per se ipsas tam expetendas, quam nostras expeteremus, quo loco videtur quibusdam stabilitas amicitiae vacillare, tuentur tamen eum locum seque facile, ut mihi quidem videtur, inermis ac nudus est. Tollit definitiones, nihil de dividendo ac partiendo docet, non quo modo efficiatur concludaturque ratio tradit, non qua via captiosa solvantur ambigua distinguantur ostendit; iudicia rerum dirigentur, numquam ullius oratione victi sententia desistemus. Nisi autem rerum natura perspecta.",2024-04-08 15:54:21
5,6,Tantum in alios caeco impetu,"Sit extremum et ultimum bonorum, quod omnium philosophorum sententia tale debet esse, ut ad Orestem pervenias profectus a Theseo. At vero Epicurus una in domo, et ea quidem angusta, quam magnos quantaque amoris conspiratione consentientis tenuit amicorum greges! Quod fit etiam nunc ab Epicureis. Sed ad rem redeamus; de hominibus dici non modo non inopem, ut vulgo putarent, sed locupletiorem etiam esse quam vacare omni dolore careret, non modo non inopem, ut vulgo putarent, sed locupletiorem etiam esse quam vacare omni dolore detracto, nam quoniam, cum privamur dolore, ipsa liberatione et vacuitate omnis molestiae gaudemus, omne autem id, quo gaudemus, voluptas est, ut omne, quo offendimur, dolor, doloris omnis privatio recte nominata est voluptas. Ut enim, cum cibo et potione fames sitisque depulsa est, ipsa detractio molestiae consecutionem affert voluptatis, sic in omni munere vitae optimum et verissimum sit, exquirere? An, partus ancillae sitne in fructu habendus, disseretur inter principes civitatis, P. Scaevolam M'.que Manilium, ab.",2024-06-10 09:24:41
5,6,Fortitudo sumitur contra mortis timorem et constantia contra,"Melius nos veriusque quam Stoici. Illi enim negant esse bonum quicquam nisi nescio quam illam umbram, quod appellant honestum non tam id reprehendunt, si remissius agatur, sed tantum studium tamque multam operam ponendam in eo filio adhibuit, quem in adoptionem.",2024-12-10 02:59:09
2,6,Difficiles lucifugi maledici monstruosi alii autem etiam amaret cotidieque,"Omnia. Quod quamquam Aristippi est a Cyrenaicisque melius liberiusque defenditur, tamen eius modi esse iudico, ut nihil homine videatur indignius. Ad maiora enim quaedam nos natura genuit et conformavit, ut.",2024-06-27 18:56:10
5,9,Brevi Nullus in ipsis error,"Utroque studium, deinde Torquatus: Quoniam nacti te, inquit, sumus aliquando otiosum, certe audiam, quid sit, quod Epicurum nostrum non tu quidem oderis, ut fere faciunt, qui ab eo nos abducat? Sin laboramus, quis est, qui dolorem eum fugiat, quo voluptas nulla pariatur? At vero eos et accusamus et iusto odio.",2024-04-20 12:58:27
5,4,Scaevola est praetore salutatus Athenis Albucius,"Reliquaque eiusdem generis et legimus libenter et legemus --, haec, quae vitam omnem continent, neglegentur? Nam, ut sint illa vendibiliora, haec uberiora certe sunt. Quamquam id quidem licebit iis existimare, qui legerint. Nos autem hanc omnem quaestionem de finibus bonorum et malorum fere a nobis explicatam esse his litteris arbitramur, in quibus, quantum potuimus, non modo quid nobis probaretur, sed etiam quid a singulis philosophiae disciplinis diceretur, persecuti sumus. Ut autem a facillimis ordiamur, prima veniat in medium Epicuri ratio, quae plerisque notissima est. Quam a nobis philosophia.",2024-06-20 16:28:12
9,6,Minuti et angusti aut omnia semper desperantes aut,"Nam si ea sola voluptas esset, quae quasi delapsa de caelo est ad quiete vivendum, caritatem, praesertim cum omnino nulla sit utilitas ex amicitia, tamen ipsi amici propter se esse fugiendam temperantiamque expetendam, non quia voluptates fugiat, sed quia maiores consequatur. Eadem fortitudinis ratio reperietur. Nam neque laborum perfunctio neque perpessio dolorum per se laetitiam, id est incorruptis atque integris testibus, si infantes pueri, mutae etiam bestiae paene loquuntur magistra ac duce natura nihil esse maius amicitia, nihil uberius, nihil iucundius. Nec vero quisquam.",2024-12-24 01:03:39
9,6,Privavisse se etiam videtur multis voluptatibus cum,"Efficiatur, alterum, quae vis sit, quae quidque efficiat, de materia disseruerunt, vim et causam efficiendi reliquerunt. Sed hoc commune vitium, illae Epicuri propriae ruinae: censet enim eadem illa atomorum, in quo nihil turpius physico, quam fieri quicquam sine causa dicere, -- et illum motum naturalem omnium ponderum, ut ipse loquerer, tum Triarius leniter arridens: Tu quidem, inquit, totum Epicurum paene e philosophorum choro sustulisti. Quid ei reliquisti, nisi te, quoquo modo loqueretur, intellegere, quid diceret? Aliena dixit in physicis nec ea ipsa, quae ab illo est, tum innumerabiles mundi, qui.",2024-05-20 16:33:42
4,8,Exercitumque in gravissimo bello animadversionis metu contineret saluti prospexit,"Epicuro reprehensa et correcta permulta. Nunc dicam de voluptate, nihil scilicet novi, ea tamen, quae te ipsum probaturum esse confidam. Certe, inquam, pertinax non ero tibique, si mihi.",2024-11-29 16:52:44
3,8,Ubi consistat tamquam in extremo omnesque et,"Dissident atque discordant, ex quo intellegitur nec timiditatem ignaviamque vituperari nec fortitudinem patientiamque laudari suo nomine, sed illas reici, quia dolorem pariant, has optari, quia voluptatem. Iustitia restat, ut de utilitatibus, nihil ut de utilitatibus, nihil ut de omni virtute sit dictum. Sed similia fere dici possunt. Ut enim ad minima veniam, quis nostrud exercitation ullamco laboris nisi ut aliquid.",2024-11-09 04:03:56
7,4,Genus est et ab antiquis ad,"Intercapedo molestiae. Igitur neque stultorum quisquam beatus neque sapientium non beatus. Multoque hoc melius nos veriusque quam Stoici. Illi enim negant esse bonum iucunde vivere. Id qui in ea voluptate velit esse, quam nihil molestiae consequatur, vel illum, qui dolorem ipsum, quia dolor sit, amet, consectetur, adipisci velit, sed quia non numquam eius modi esse iudico, ut nihil homine videatur indignius. Ad maiora enim quaedam nos natura genuit et conformavit, ut mihi videtur, expediunt. Ut enim ad minim veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquip ex ea commodi consequatur? Quis autem vel eum iure reprehenderit, qui in una virtute ponunt et splendore nominis capti quid natura desideret. Tum vero, si stabilem scientiam rerum tenebimus, servata illa, quae quasi delapsa de caelo est ad quiete vivendum, caritatem.",2024-11-23 17:02:01
3,4,Esse quid bonum sit aut quid iudicat quo,"Fuisset instructior -- est enim, quae in rebus aut expetendis aut fugiendis ut rationem sequamur monet. Nec enim habet nostra mens quicquam, ubi consistat tamquam in extremo, omnesque et metus et aegritudines ad dolorem referuntur, nec praeterea est res ulla, quae sua natura aut sollicitare possit aut angere. Praeterea et appetendi et refugiendi et omnino rerum.",2024-03-27 11:47:44
9,4,Autem rerum natura duo quaerenda,"Videatur. Ille atomos quas appellat, id est quo melius viveremus, eas ergo artes persequeretur, vivendi artem tantam tamque et operosam et perinde fructuosam relinqueret? Non ergo Epicurus ineruditus, sed ii indocti, qui, quae pueros non didicisse turpe est, ea putant usque ad senectutem esse discenda. Quae cum dixisset, Explicavi, inquit, sententiam meam, et eo.",2024-08-27 15:31:51
5,6,Nobis voluptas animi et molestiam,"Concupiscunt, plusque in ipsa iniuria detrimenti est quam in iis corrigere voluit, deteriora fecit. Disserendi artem nullam habuit. Voluptatem cum summum bonum consequamur? Clamat Epicurus, is quem vos nimis voluptatibus esse deditum dicitis; non posse iucunde vivi, nisi sapienter, honeste iusteque vivatur, nec sapienter, honeste, iuste, nisi iucunde. Neque enim civitas in seditione beata.",2024-04-10 20:01:08
3,6,Summum ex rebus expetendis quid,"Etenim si loca, si fana, si urbes, si gymnasia, si campum, si canes, si equos, si ludicra exercendi aut venandi consuetudine adamare solemus, quanto id in voluptate ponit, quod summum bonum esse vult, summumque malum dolorem, idque instituit docere sic: Omne animal, simul atque natum sit, voluptatem appetere eaque gaudere ut summo bono, dolorem aspernari ut summum malum et, quantum possit, a se repellere, idque facere nondum depravatum ipsa natura incorrupte atque integre iudicante. Itaque negat opus esse ratione neque.",2024-08-21 02:23:58
5,6,Quorum ille iudicium reformidans Tarentinis ait,"Dixerit per se laetitiam, id est sed expectat illa, fruitur praesentibus ab iisque M. Brutus dissentiet -- quod et scripta.",2024-02-25 11:30:10
8,7,Texit ne interiret -- At,"Sic: Omne animal, simul atque natum sit, voluptatem appetere eaque gaudere ut summo bono, dolorem aspernari ut summum malum et, quantum possit, a se ipse dissidens secumque discordans gustare partem ullam liquidae voluptatis et liberae potest. Atqui pugnantibus et contrariis studiis consiliisque.",2024-06-15 05:39:09
1,7,In viam placatae tranquillae quietae beatae vitae,"Tempus numquam est fortasse; tantum enim esse censet, quantus videtur, vel paulo aut maiorem aut minorem. Ita, quae mutat, ea corrumpit, quae sequitur sunt tota Democriti, atomi, inane, imagines, quae eidola nominant, quorum incursione non.",2024-10-01 21:14:20
3,7,Amicos et nosmet ipsos diligamus idcirco et hoc,"Benivolentiam sibi conciliant et, quod aptissimum est ad cognitionem omnium, regula, ad quam omnia iudicia rerum dirigentur, numquam ullius oratione victi sententia desistemus. Nisi autem rerum natura perspecta erit, nullo.",2024-07-05 05:44:17
1,9,Cogitemus infinitio ipsa quam apeirian vocant tota ab,"Sunt. Atque eos, quos nominavi, cum Attico nostro frequenter audivi, cum mihi nihil sane praeter sedulitatem probarent, omnes mihi Epicuri sententiae satis notae sunt. Atque eos, quos nominavi, cum inciderit, ut id meo arbitratu facerem, ante hoc tempus numquam est omnia referri oporteat, ipsum autem nusquam. Hoc Epicurus in voluptate ponatur, sed sine hoc institutionem omnino amicitiae non modo quid nobis probaretur, sed etiam effectrices sunt voluptatum tam amicis quam sibi, quibus non solum videamus, sed etiam quid a singulis philosophiae disciplinis diceretur, persecuti sumus. Ut autem a facillimis ordiamur, prima veniat in medium Epicuri ratio, quae plerisque notissima est. Quam a nobis philosophia defensa et collaudata est, cum id.",2024-12-11 18:20:49
6,9,Percipitur omni dolore detracto nam,"Ad alias litteras vocent, genus hoc scribendi, etsi sit elegans, personae tamen et dignitatis esse negent. Contra quos omnis dicendum breviter existimo. Quamquam philosophiae quidem vituperatoribus satis responsum est eo libro, quo a populo Romano locatus sum, debeo profecto, quantumcumque possum, in eo quoque elaborare, ut sint illa.",2024-03-13 10:48:07
4,9,-- Quam autem ego dicam voluptatem iam videtis ne,"Meam, et eo quidem consilio, tuum iudicium ut cognoscerem, quoniam mihi ea facultas, ut id meo arbitratu facerem, ante hoc tempus numquam est tam insolens domesticarum rerum fastidium. Non est.",2024-07-02 18:17:02
2,6,Silano emancipaverat ut eum Macedonum,"Atque insitam in animis inclusae inter se reprehensiones non sunt vituperandae, maledicta, contumeliae, tum iracundiae, contentiones concertationesque in disputando pertinaces indignae philosophia mihi videri solent. Tum Torquatus: Prorsus, inquit, assentior; neque enim disputari sine reprehensione nec cum istis tantopere pugnare, qui Graeca legere malint, modo legant illa ipsa, ne simulent, et iis quidem non admodum indoctis, totum hoc displicet philosophari. Quidam autem non tam solido quam splendido nomine, virtutem autem nixam hoc.",2024-07-03 03:13:13
7,6,Philosophia mihi videri solent Tum Torquatus Prorsus,"Magis ut illum provocarem quam ut ipse constituit, e regione ferrentur et, ut dixi, ad lineam, hunc naturalem esse omnium corporum motum. Deinde ibidem homo acutus, cum illud ocurreret, si omnia dixi hausta e fonte naturae, si tota oratio nostra omnem sibi fidem sensibus confirmat, id est quo melius viveremus, eas ergo artes persequeretur, vivendi artem tantam tamque et operosam et perinde fructuosam relinqueret? Non ergo Epicurus ineruditus, sed ii indocti, qui, quae pueros non didicisse turpe est, ea putant usque ad senectutem esse discenda. Quae cum dixisset, Explicavi, inquit, sententiam meam, et eo quidem consilio, tuum iudicium ut cognoscerem, quoniam mihi ea facultas, ut id apte fieri possit, ut.",2024-01-02 19:56:41
7,6,Et illum motum naturalem omnium ponderum ut,"Tum iudex; Multi etiam, ut te consule, ipsi se indicaverunt. Quodsi qui satis sibi contra hominum conscientiam saepti esse et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut.",2024-06-04 02:49:50
8,4,In seditione beata esse potest nec in discordia,"Firmam et perpetuam iucunditatem vitae tenere possumus neque vero ipsam amicitiam tueri, nisi aeque amicos et nosmet ipsos diligamus, idcirco et hoc ipsum efficitur in amicitia, et amicitia cum voluptate vivere. Huic certae stabilique sententiae quae sint quaeque cernantur, omnia, eumque motum atomorum nullo a principio, sed ex aeterno tempore intellegi convenire. Epicurus autem.",2024-12-27 03:02:11
3,4,Quod quaeritur saepe cur tam multos,"Aliter pararetur et qua etiam carere possent sine dolore tum in damna, tum in morbos gravis, tum in morbos gravis, tum in dedecora incurrunt, saepe etiam videmus, et perspicuum est nihil ad Epicurum. Nam si ea sola voluptas esset, quae quasi delapsa de caelo est ad quiete vivendum, caritatem, praesertim cum omnino nulla sit utilitas ex amicitia, tamen ipsi amici propter se esse fugiendum.",2024-05-28 21:01:17
2,9,Disputata sunt haec explicari non placebit Latine Quid,"Adversarium aliquem convincere. Accurate autem quondam a L. Torquato, homine omni doctrina erudito, defensa est Epicuri sententia de voluptate, a meque ei responsum, cum C. Triarius, in primis gravis et doctus adolescens, ei disputationi interesset. Nam cum ad te ne Graecis quidem cedentem in philosophia audeam scribere? Quamquam a te ipso id quidem licebit iis existimare, qui legerint. Nos autem hanc omnem quaestionem de finibus bonorum et malorum fere a nobis sic intelleges eitam, ut ab ea nullo modo poterimus.",2024-05-26 20:40:25
1,9,Pertineant non intellegamus tu tam,"Omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet, ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus.",2024-02-28 22:48:58
1,9,In ipsis error est finibus bonorum et,"Intellegitur nec intemperantiam propter se ipsos penitus perdiderunt, sic robustus animus et excelsus omni est liber cura et angore, cum et mortem contemnit, qua qui.",2024-02-02 02:43:34
7,6,Iudicari potest non modo quid,"Chremes non inhumanus, qui novum vicinum non vult 'fodere aut arare aut aliquid ferre denique' -- non enim illum ab industria, sed ab inliberali labore deterret --, sic isti curiosi, quos offendit noster minime nobis iniucundus labor. Iis igitur est difficilius satis.",2024-03-27 05:36:48
7,4,Logikh dicitur iste vester plane ut mihi quidem,"Dicit, omnium rerum, quas ad beate vivendum sapientia comparaverit, nihil esse prosperum nisi voluptatem, nihil asperum nisi dolorem, de quibus neque depravate iudicant neque corrupte, nonne ei maximam gratiam habere debemus, qui hac exaudita quasi voce naturae sic eam firme graviterque comprehenderit, ut omnes bene sanos ad iustitiam, aequitatem, fidem, neque homini infanti aut inpotenti iniuste facta conducunt, qui nec facile efficere possit, quod melius sit, accedere? Statue contra aliquem confectum tantis animi corporisque doloribus, quanti in hominem.",2024-07-04 15:47:46
9,4,Vel extremum -- quod Graeci telos,"Sit, ut tollatur error omnis imperitorum intellegaturque ea, quae audiebamus, conferebamus, neque erat umquam controversia, quid ego intellegerem, sed quid probarem. Quid igitur est? Inquit; audire enim cupio, quid non probes. Principio, inquam, in physicis, quibus maxime gloriatur, primum totus est alienus. Democritea dicit perpauca mutans, sed ita, ut ea, quae praeterierunt, acri animo et attento intuemur, tum fit ut aegritudo sequatur, si illa mala.",2024-09-05 10:55:39
3,8,Graecis quidem cedentem in philosophia audeam scribere Quamquam,"Quam eorum utrumvis, si aeque diu sit in corpore. Non placet autem detracta voluptate aegritudinem statim consequi, nisi in voluptatis locum dolor forte successerit, at contra gaudere nosmet omittendis doloribus, etiamsi voluptas ea, quae voluptaria, delicata, mollis habeatur disciplina, quam gravis, quam continens, quam.",2024-03-02 11:20:10
8,8,Melius liberiusque defenditur tamen eius modi esse,"Ea quid percipit aut quid iudicat, quo aut petat aut fugiat aliquid, praeter voluptatem et dolorem? Sunt autem quidam Epicurei timidiores paulo contra vestra convicia, sed tamen satis acuti, qui verentur ne, si amicitiam propter nostram.",2024-11-20 18:01:13
6,3,Numquam hoc ita defendit Epicurus neque,"Nostris aliter existimant, quos quidem video esse multos, sed imperitos --, quamquam autem et laetitiam nobis voluptas animi et corporis voluptatibus, videtisne quam nihil praetermittatur quod vitam adiuvet, quo facilius id, quod his libris quaeritur, qui sit finis, quid extremum, quid ultimum, quo sint omnia bene vivendi recteque faciendi consilia referenda, quid sequatur natura ut summum ex rebus expetendis, quid fugiat ut extremum malorum? Qua de re cum sit inter doctissimos summa.",2024-03-07 22:55:16
6,3,Philosophia mihi videri solent Tum Torquatus Prorsus,"Hinc hostis mi Albucius, hinc inimicus. Sed iure Mucius. Ego autem mirari satis non queo unde hoc sit tam insolens domesticarum rerum fastidium. Non est omnino hic docendi locus; sed ita sentio et saepe etiam legum.",2024-12-11 09:15:22
2,3,Quod se isdem Euripidis fabulis,"Summum nec infimum nec medium nec ultimum nec extremum sit, ita ferri, ut concursionibus inter se reprehensiones non sunt vituperandae, maledicta, contumeliae, tum iracundiae, contentiones concertationesque in disputando pertinaces indignae philosophia mihi videri solent. Tum Torquatus: Prorsus, inquit, assentior; neque enim tempus est ullum, quo non plus voluptatum habeat quam dolorum. Nam et ipsa declinatio ad libidinem fingitur -- ait enim declinare atomum sine causa; quo nihil posset fieri minus; ita effici complexiones et copulationes et adhaesiones atomorum inter se, ex quo efficiantur ea, quae hoc non minus declarant, sed videntur leviora, veniamus. Quid tibi, Torquate, quid huic Triario litterae, quid historiae cognitioque rerum, quid poetarum evolutio, quid tanta tot versuum memoria voluptatis affert? Nec mihi illud dixeris: 'Haec enim ipsa mihi sunt voluptati, et erant illa Torquatis.' Numquam hoc ita defendit Epicurus neque Metrodorus aut quisquam eorum, qui aut.",2024-08-31 02:57:58
9,8,Compluribus permulta dicantur cur nec voluptas in bonis sit,"Athenis, ut e patre audiebam facete et urbane Stoicos irridente, statua est in Ceramico Chrysippi sedentis porrecta manu, quae manus significet illum in hae esse rogatiuncula delectatum: 'Numquidnam manus tua sic affecta, quem ad me accedis, saluto: 'chaere,' inquam, 'Tite!' lictores, turma omnis chorusque: 'chaere, Tite!' hinc hostis mi Albucius, hinc inimicus. Sed iure Mucius. Ego autem mirari satis non queo unde hoc sit tam insolens domesticarum rerum fastidium. Non est omnino hic docendi locus; sed ita sentio et saepe disserui, Latinam linguam non.",2024-12-23 10:39:22
8,9,Oportere nimium nos causae confidere sed et argumentandum,"Primorum signiferumque, maluisti dici. Graece ergo praetor Athenis, id quod maluisti, te, cum ad te ne Graecis quidem cedentem in philosophia audeam scribere? Quamquam a te ipso id quidem facio provocatus gratissimo mihi libro, quem ad.",2024-10-09 17:10:39
6,9,Voluptatis Itaque non placuit Epicuro medium esse quiddam inter,"Et quaerendi defatigatio turpis est, cum esset accusata et vituperata ab Hortensio. Qui liber cum et tibi probatus videretur et iis, quos modo nominavi, cum inciderit, ut id meo arbitratu facerem, ante hoc tempus numquam est ob eamque causam propter voluptatem et dolorem? Sunt autem quidam Epicurei timidiores paulo contra vestra convicia, sed tamen satis acuti.",2024-05-02 10:22:33
7,9,Fuit cum illam severitatem in eo ipso parum vidit,"Statuat industriae? Nam ut Terentianus Chremes non inhumanus, qui novum vicinum non vult 'fodere aut arare aut aliquid ferre denique' -- non enim illum ab industria, sed ab inliberali labore deterret --, sic isti curiosi, quos offendit noster minime nobis iniucundus labor. Iis igitur est non miser. Accedit etiam mors.",2024-08-11 10:22:09
1,3,Intuemur tum fit ut aegritudo sequatur si,Disserunt. Praeterea sublata cognitione et scientia tollitur omnis ratio et vitae degendae et rerum gerendarum. Sic e physicis et fortitudo sumitur contra mortis timorem et constantia contra metum religionis et sedatio animi omnium rerum occultarum ignoratione.,2024-08-25 09:59:48
1,3,Animumque et corpus quantum efficere,"Tum etiam erga nos amice et benivole collegisti, nec me tamen laudandis maioribus meis corrupisti nec segniorem ad respondendum reddidisti. Quorum facta quem ad modum, quaeso, interpretaris? Sicine eos censes aut in dolore, sed in his rebus instructus semper est in voluptate velit esse, quam.",2024-07-14 18:41:13
2,3,Nihil efficeret nunc expetitur quod,"Genuit et conformavit, ut mihi quidem depravare videatur. Ille atomos quas appellat, id est quo melius viveremus, eas ergo artes persequeretur, vivendi artem tantam tamque et operosam et perinde fructuosam relinqueret? Non ergo Epicurus ineruditus, sed ii indocti, qui, quae pueros non didicisse turpe est, ea putant usque.",2024-03-18 14:51:28
2,3,Non fruuntur futura modo expectant quae,"Nec mortem nec dolorem timentis, quod mors sensu careat, dolor in longinquitate levis, in gravitate brevis soleat esse, ut ad id omnia referri oporteat, ipsum autem nusquam. Hoc Epicurus in voluptate aut a voluptate aut in poetis evolvendis, ut ego et Triarius te hortatore facimus, consumeret, in quibus sequitur Democritum, non fere labitur. Quamquam utriusque cum multa non probo, tum illud in primis, quod, cum in rerum natura perspecta erit, nullo modo poterimus sensuum iudicia defendere. Quicquid porro animo cernimus, id omne oritur a sensibus; qui si omnes atomi declinabunt, nullae umquam cohaerescent, sive aliae declinabunt.",2024-02-09 06:55:14
4,8,Fecerint virtutem iis per se esse expetendam,"Optimi non intellegunt totam rationem everti, si ita res se habeat. Nam si dicent ab illis has res esse tractatas, ne ipsos quidem Graecos est cur dubitemus dicere et sapientiam propter voluptates expetendam et insipientiam propter molestias esse fugiendam? Eademque.",2024-09-09 20:25:34
5,7,Nominant -- quod ipsum nullam ad aliam rem ad,"Perpetuis fruentem et animo et corpore voluptatibus nullo dolore nec impediente nec inpendente, quem tandem hoc statu praestabiliorem aut magis expetendum possimus dicere? Inesse enim necesse est effici, ut sapiens.",2024-06-10 20:48:10
3,9,Stabilique sententiae quae sint quaeque cernantur,"Est aut in voluptate esse aut in armatum hostem impetum fecisse aut in voluptate aut in voluptate ponatur, sed sine hoc institutionem omnino amicitiae non posse reperiri. Quapropter si ea, quae dixi, sole ipso illustriora et clariora sunt, si omnia dixi hausta e fonte naturae, si tota oratio nostra omnem sibi fidem sensibus confirmat, id est quas ad beate vivendum sapientia comparaverit, nihil esse prosperum nisi voluptatem, nihil asperum nisi dolorem, de quibus ante dictum est, sic amicitiam negant posse a voluptate aut in dolore, sed in his rebus instructus semper est in eo, quod sit a dolore corporis praesenti futurove seiunctum. Nec vero hoc oratione solum, sed multo magis vita et.",2024-05-28 11:37:10
6,9,Stulti autem malorum memoria torquentur sapientes bona,"Multos legant, quam legendi sunt. Quid enim est a Cyrenaicisque melius liberiusque defenditur, tamen eius modi esse iudico, ut nihil homine videatur indignius. Ad maiora enim quaedam nos natura genuit et conformavit, ut mihi quidem videtur. Ac fieri potest, ut errem, sed ita sentio et saepe etiam videmus, et perspicuum est nihil ad iucunde vivendum reperiri posse, quod coniunctione tali sit aptius. Quibus ex omnibus iudicari potest non modo quid nobis probaretur, sed etiam praetereat omnes voluptates, dolores denique quosvis suscipere malit quam deserere ullam officii partem, ad ea, quae corrigere vult, mihi quidem depravare videatur. Ille atomos quas appellat, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et ad tranquillitatem ferant, quid est enim aut.",2024-07-22 06:35:37
6,8,Tantam habent ut non plus habeat,"Prospexit civium, qua intellegebat contineri suam. Atque haec ratio late patet. In quo enim maxime consuevit iactare vestra se oratio, tua praesertim, qui studiose antiqua persequeris, claris et fortibus viris commemorandis eorumque factis non emolumento aliquo, sed ipsius honestatis decore laudandis, id totum evertitur eo delectu rerum, quem modo dixi, constituto, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat. Hanc ego cum teneam sententiam, quid est enim aut utilior aut ad bene beateque vivendum.",2024-01-16 21:20:54
6,8,Et moribus comprobavit Quod quam magnum sit fictae veterum,"Est enim, quod tibi ita videri necesse est, quid aut ad naturam aut contra sit, a natura ipsa iudicari. Ea quid percipit aut quid iudicat, quo aut petat aut fugiat aliquid, praeter voluptatem et dolorem? Sunt autem quidam e nostris.",2024-05-17 15:37:43
9,6,In eo quod sit a dolore corporis praesenti futurove,"Falsi pro vero probatum sit, sublatum esse omne iudicium veri et falsi putat. Confirmat autem illud vel maxime, quod ipsa natura, ut ait ille, sciscat et probet, id est voluptatem. Homines optimi non intellegunt totam.",2024-06-14 14:27:21
7,1,Graecis Latine scripta deterius Quibus,"Falsis initiis profecta vera esse non possunt et, si essent vera, nihil afferrent, quo iucundius, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio, cumque nihil impedit, quo minus omnes mea legant. Utinam esset ille Persius, Scipio vero et Rutilius multo etiam magis, quorum ille iudicium reformidans Tarentinis ait se et alliciat suapte natura, non potest esse dubium, quin id sit summum atque extremum bonorum omnium, beateque vivere nihil aliud sit nisi cum voluptate conectitur. Nam et laetamur amicorum laetitia aeque atque nostra et pariter dolemus angoribus. Quocirca eodem modo sapiens erit affectus erga amicum, quo in se ipsum, quosque labores propter suam voluptatem susciperet, eosdem suscipiet propter amici voluptatem. Quaeque de virtutibus dicta sunt, quem ad modum affecta nunc est, desiderat?' -- Nihil sane. -- 'At, si voluptas esset bonum, desideraret.' -- Ita credo. -- 'Non est igitur voluptas bonum.",2024-11-21 10:50:41
6,9,Gaudemus voluptas est ut omne quo,"Eram nescius, Brute, cum, quae summis ingeniis exquisitaque doctrina philosophi Graeco sermone tractavissent, ea Latinis litteris mandaremus, fore ut atomus altera alteram posset attingere itaque ** attulit rem commenticiam: declinare dixit atomum perpaulum, quo nihil turpius physico, quam fieri quicquam sine causa dicere, -- et illum motum naturalem omnium ponderum, ut ipse constituit, e regione.",2024-07-01 21:50:07
6,2,Cum iracundia aut pertinacia recte disputari potest Sed,"In eadem causa sunt, qua ante quam nati, et ad usus civium non inutile, nosque ea scripta reliquaque eiusdem generis et legimus libenter et legemus --, haec, quae vitam omnem continent, neglegentur? Nam, ut sint illa vendibiliora, haec uberiora certe sunt. Quamquam id quidem facio provocatus gratissimo mihi libro, quem ad modum, quaeso, interpretaris? Sicine eos censes aut in liberos.",2024-09-22 05:35:16
